BN	TN	seqType	Horizon	FT	PrepTime	press0	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	press12	press13	cueP	complete	iti	MT	RT	isError	response0	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	response12	response13	pressTime0	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	pressTime12	pressTime13	timeThreshold2	timeThreshold3	timeThreshold4	timeThreshold14	points	Gain1	Gain2	Gain3	Gain4	Gain5	StimTimeLim	
8	1	2	8	1	3000	3	5	2	1	4	3	5	1	2	4	3	5	4	2	35214351243542	0	5000	3346.000	470.000	0	3	5	2	1	4	3	5	1	2	4	3	5	4	2	5474.000	5648.000	5862.000	6064.000	6272.000	6520.000	6758.000	7108.000	7394.000	7622.000	7840.000	8084.000	8560.000	8738.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	2	2	5	1	3000	1	2	4	3	5	2	3	5	1	4	2	5	1	3	12435235142513	0	5000	3882.000	486.000	1	1	2	4	3	2	2	3	5	1	4	2	5	1	3	5490.000	5660.000	5844.000	6038.000	6490.000	7278.000	7490.000	7696.000	7958.000	8176.000	8466.000	8766.000	9130.000	9264.000	800.000	1100.000	1500.000	4033.700	0	1.000	1.000	1.000	1.000	1.000	15000	
8	3	2	6	1	3000	1	4	2	3	5	1	4	2	5	3	2	5	4	1	14235142532541	0	5000	4274.000	394.000	0	1	4	2	3	5	1	4	2	5	3	2	5	4	1	5398.000	5562.000	5816.000	6018.000	6568.000	6818.000	7014.000	7318.000	7658.000	7920.000	8272.000	9106.000	9352.000	9548.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	4	2	2	1	3000	3	1	4	5	2	3	5	2	1	4	3	5	4	2	31452352143542	0	5000	4306.000	654.000	0	3	1	4	5	2	3	5	2	1	4	3	5	4	2	5658.000	5804.000	6206.000	6438.000	6968.000	7234.000	7514.000	7890.000	8328.000	8582.000	8900.000	9094.000	9630.000	9876.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	5	2	4	1	3000	4	3	5	1	2	4	2	5	1	3	4	1	3	5	43512425134135	0	5000	3634.000	564.000	0	4	3	5	1	2	4	2	5	1	3	4	1	3	5	5568.000	5728.000	5898.000	6092.000	6502.000	6724.000	7360.000	7582.000	7806.000	8050.000	8334.000	8672.000	8944.000	9112.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	6	2	7	1	3000	4	3	1	2	5	2	4	5	3	1	5	3	1	4	43125245315314	0	5000	3900.000	548.000	0	4	3	1	2	5	2	4	5	3	1	5	3	1	4	5552.000	5788.000	5986.000	6252.000	6564.000	6914.000	7136.000	7444.000	7690.000	8364.000	8588.000	8808.000	9064.000	9334.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	7	2	3	1	3000	2	3	5	4	1	4	5	2	3	1	4	3	5	2	23541452314352	0	5000	3530.000	602.000	0	2	3	5	4	1	4	5	2	3	1	4	3	5	2	5606.000	5752.000	5948.000	6212.000	6522.000	6714.000	7256.000	7518.000	7732.000	7998.000	8210.000	8562.000	8798.000	9048.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	8	2	1	1	3000	3	5	1	2	4	5	3	1	2	4	2	5	1	4	35124531242514	0	5000	6218.000	402.000	0	3	5	1	2	4	5	3	1	2	4	2	5	1	4	5406.000	5836.000	6312.000	6776.000	7172.000	7694.000	8150.000	8626.000	9110.000	9480.000	9976.000	10524.000	11048.000	11528.000	800.000	1100.000	1500.000	4033.700	1	1.000	1.000	1.000	1.000	1.000	15000	
8	9	2	4	1	3000	2	3	5	1	4	3	5	1	2	4	5	2	1	3	23514351245213	0	5000	3700.000	526.000	0	2	3	5	1	4	3	5	1	2	4	5	2	1	3	5530.000	5672.000	5866.000	6098.000	6306.000	6542.000	6768.000	7470.000	7722.000	7922.000	8236.000	8514.000	9012.000	9194.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	10	2	3	1	3000	4	3	1	5	2	5	1	3	2	4	5	3	1	4	43152513245314	0	5000	3472.000	434.000	0	4	3	1	5	2	5	1	3	2	4	5	3	1	4	5438.000	5594.000	5764.000	6022.000	6234.000	6704.000	7002.000	7238.000	7558.000	7752.000	8040.000	8270.000	8668.000	8848.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	11	2	7	1	3000	2	1	4	3	5	3	2	5	4	1	5	2	4	3	21435325415243	0	5000	4428.000	568.000	0	2	1	4	3	5	3	2	5	4	1	5	2	4	3	5572.000	5750.000	5922.000	6096.000	6286.000	6822.000	7088.000	7402.000	7920.000	8720.000	8988.000	9270.000	9498.000	9900.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	12	2	2	1	3000	3	4	2	1	5	4	2	5	1	3	2	4	3	1	34215425132431	0	5000	4632.000	590.000	0	3	4	2	1	5	4	2	5	1	3	2	4	3	1	5594.000	5768.000	6112.000	6408.000	6750.000	7028.000	7394.000	7708.000	8424.000	8602.000	9086.000	9292.000	9972.000	10096.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	13	2	6	1	3000	1	3	4	2	5	2	1	4	3	5	3	5	4	1	13425214353541	0	5000	3326.000	374.000	0	1	3	4	2	5	2	1	4	3	5	3	5	4	1	5378.000	5550.000	5744.000	5922.000	6184.000	6394.000	6688.000	6886.000	7160.000	7376.000	7786.000	8064.000	8330.000	8576.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	14	2	5	1	3000	4	3	1	5	2	1	3	5	4	2	3	1	2	4	43152135423124	0	5000	3158.000	704.000	0	4	3	1	5	2	1	3	5	4	2	3	1	2	4	5708.000	5878.000	6048.000	6254.000	6472.000	6814.000	7052.000	7278.000	7564.000	7842.000	8104.000	8294.000	8620.000	8782.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	15	2	1	1	3000	3	1	4	2	5	2	5	3	4	1	3	1	5	4	31425253413154	0	5000	6318.000	458.000	0	3	1	4	2	5	2	5	3	4	1	3	1	5	4	5462.000	5932.000	6368.000	6796.000	7280.000	7804.000	8340.000	8782.000	9258.000	9730.000	10216.000	10632.000	11166.000	11672.000	800.000	1100.000	1500.000	4033.700	1	1.000	1.000	1.000	1.000	1.000	15000	
8	16	2	8	1	3000	4	2	1	5	3	5	3	4	2	1	3	5	1	2	42153534213512	0	5000	4330.000	446.000	0	4	2	1	5	3	5	3	4	2	1	3	5	1	2	5450.000	5626.000	5826.000	6066.000	6332.000	6576.000	7080.000	7294.000	7556.000	7838.000	8150.000	8944.000	9502.000	9636.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	17	2	3	1	3000	3	4	2	5	1	4	1	3	5	2	4	5	1	3	34251413524513	0	5000	3458.000	524.000	0	3	4	2	5	1	4	1	3	5	2	4	5	1	3	5528.000	5696.000	5900.000	6208.000	6520.000	6734.000	7106.000	7376.000	7624.000	7916.000	8106.000	8426.000	8758.000	8932.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	18	2	7	1	3000	1	5	3	2	4	3	5	2	4	1	2	5	1	4	15324352412514	0	5000	3340.000	464.000	0	1	5	3	2	4	3	5	2	4	1	2	5	1	4	5468.000	5646.000	5832.000	6038.000	6220.000	6450.000	6692.000	7116.000	7340.000	7576.000	7896.000	8256.000	8564.000	8690.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	19	2	5	1	3000	1	3	4	2	5	3	4	1	2	5	1	5	4	2	13425341251542	0	5000	4270.000	408.000	1	1	5	4	2	5	3	4	1	2	5	1	5	4	2	5412.000	5568.000	5768.000	6020.000	6432.000	6742.000	7032.000	7814.000	8024.000	8330.000	8566.000	8882.000	9298.000	9570.000	800.000	1100.000	1500.000	4033.700	0	1.000	1.000	1.000	1.000	1.000	15000	
8	20	2	1	1	3000	2	5	1	3	4	2	4	1	3	5	2	5	1	4	25134241352514	0	5000	6148.000	526.000	0	2	5	1	3	4	2	4	1	3	5	2	5	1	4	5530.000	6058.000	6542.000	6946.000	7416.000	7822.000	8252.000	8724.000	9132.000	9564.000	10034.000	10594.000	11050.000	11554.000	800.000	1100.000	1500.000	4033.700	1	1.000	1.000	1.000	1.000	1.000	15000	
8	21	2	2	1	3000	1	3	2	4	5	1	4	2	3	5	1	2	5	3	13245142351253	0	5000	4018.000	456.000	0	1	3	2	4	5	1	4	2	3	5	1	2	5	3	5460.000	5660.000	6030.000	6250.000	6680.000	6900.000	7160.000	7448.000	7736.000	7994.000	8418.000	8698.000	9018.000	9394.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	22	2	6	1	3000	5	2	4	3	1	4	3	1	2	5	1	2	5	4	52431431251254	0	5000	3454.000	548.000	0	5	2	4	3	1	4	3	1	2	5	1	2	5	4	5552.000	5738.000	5914.000	6192.000	6412.000	6602.000	6916.000	7210.000	7500.000	7774.000	8032.000	8314.000	8642.000	8908.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	23	2	4	1	3000	4	1	3	2	5	2	1	3	5	4	2	5	1	4	41325213542514	0	5000	3160.000	450.000	0	4	1	3	2	5	2	1	3	5	4	2	5	1	4	5454.000	5584.000	5764.000	5968.000	6180.000	6400.000	6724.000	6962.000	7216.000	7492.000	7740.000	8028.000	8378.000	8526.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	24	2	8	1	3000	4	1	2	5	3	2	4	3	5	1	5	1	2	4	41253243515124	0	5000	3526.000	508.000	0	4	1	2	5	3	2	4	3	5	1	5	1	2	4	5512.000	5664.000	5852.000	6034.000	6250.000	6628.000	6824.000	7048.000	7274.000	7892.000	8138.000	8384.000	8762.000	8936.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
8	25	2	5	1	3000	1	4	3	5	2	4	5	1	3	2	4	2	3	1	14352451324231	0	5000	4018.000	446.000	1	1	4	3	5	2	4	3	1	3	2	4	2	3	1	5450.000	5640.000	5826.000	5994.000	6254.000	6508.000	6774.000	7598.000	7902.000	8184.000	8412.000	8762.000	9170.000	9360.000	800.000	1100.000	1500.000	4033.700	0	1.000	1.000	1.000	1.000	1.000	15000	
8	26	2	1	1	3000	2	5	1	3	4	2	4	1	5	3	1	3	5	4	25134241531354	0	5000	6184.000	444.000	0	2	5	1	3	4	2	4	1	5	3	1	3	5	4	5448.000	5900.000	6378.000	6774.000	7220.000	7668.000	8200.000	8642.000	9128.000	9608.000	10044.000	10466.000	11044.000	11516.000	800.000	1100.000	1500.000	4033.700	1	1.000	1.000	1.000	1.000	1.000	15000	
8	27	2	6	1	3000	2	4	5	3	1	3	4	1	5	2	3	1	4	5	24531341523145	0	5000	3392.000	614.000	0	2	4	5	3	1	3	4	1	5	2	3	1	4	5	5618.000	5820.000	6026.000	6232.000	6432.000	6674.000	6922.000	7238.000	7638.000	7920.000	8190.000	8452.000	8718.000	8934.000	800.000	1100.000	1500.000	4033.700	3	1.000	1.000	1.000	1.000	1.000	15000	
